split,formula,rxn_id,frame_idx,n_frames,n_atoms,xi_index,energy_raw,energy_rel_first_raw,traj_barrier_raw,endpoint_barrier_raw,force_l2,force_rms
train,C2H2N2O2,rxn3535,75,1322,8,0.05677517032551098,-9175.207517363377,1.1300355310850136,3.380680286356437,3.17610001353205,4.665656232851243,0.9523730904767936
train,C2H2N2O2,rxn3535,100,1322,8,0.0757002271006813,-9173.925632181326,2.4119207131352596,3.380680286356437,3.17610001353205,3.774930515514115,0.7705544647892533
train,C2H2N2O2,rxn3535,125,1322,8,0.09462528387585163,-9173.171113302813,3.1664395916486683,3.380680286356437,3.17610001353205,0.40827431195868347,0.08333864494872122
train,C2H2N2O2,rxn3535,150,1322,8,0.11355034065102196,-9173.181300027567,3.156252866894647,3.380680286356437,3.17610001353205,0.4936292840790324,0.10076165567408278
train,C2H2N2O2,rxn3535,175,1322,8,0.13247539742619227,-9173.301497532324,3.036055362137631,3.380680286356437,3.17610001353205,0.9215437497771873,0.18810933021709733
train,C2H2N2O2,rxn3535,200,1322,8,0.1514004542013626,-9173.943447750049,2.394105144412606,3.380680286356437,3.17610001353205,0.8910210670948954,0.18187891370438902
train,C2H2N2O2,rxn3535,225,1322,8,0.17032551097653292,-9174.27923430441,2.058318590052295,3.380680286356437,3.17610001353205,0.40408840831742937,0.08248420094592698
train,C2H2N2O2,rxn3535,250,1322,8,0.18925056775170326,-9176.163489285225,0.17406360923632747,3.380680286356437,3.17610001353205,0.460443686914102,0.09398767401878015
train,C2H2N2O2,rxn3535,275,1322,8,0.20817562452687358,-9176.064980806423,0.27257208803894173,3.380680286356437,3.17610001353205,1.6079221758638922,0.3282157397476845
train,C2H2N2O2,rxn3535,300,1322,8,0.22710068130204392,-9174.68493416541,1.652618729051028,3.380680286356437,3.17610001353205,4.910080380645652,1.0022659607193705
train,C2H2N2O2,rxn3535,325,1322,8,0.24602573807721423,-9173.162083220279,3.17546967418275,3.380680286356437,3.17610001353205,0.3261333580031657,0.0665716929340157
train,C2H2N2O2,rxn3535,350,1322,8,0.26495079485238454,-9173.18418858082,3.15336431364085,3.380680286356437,3.17610001353205,0.17344123166916456,0.035403543162441625
train,C2H2N2O2,rxn3535,375,1322,8,0.2838758516275549,-9173.421077728639,2.9164751658227033,3.380680286356437,3.17610001353205,1.0219553537852666,0.20860576305661374
train,C2H2N2O2,rxn3535,400,1322,8,0.3028009084027252,-9173.986937109916,2.35061578454588,3.380680286356437,3.17610001353205,1.01512163319938,0.20721083568326573
train,C2H2N2O2,rxn3535,425,1322,8,0.32172596517789553,-9174.291097678824,2.046455215637252,3.380680286356437,3.17610001353205,0.38511531009868993,0.07861133348962532
train,C2H2N2O2,rxn3535,450,1322,8,0.34065102195306585,-9176.17899672029,0.15855617417219037,3.380680286356437,3.17610001353205,0.41939060994395766,0.08560774977310875
train,C2H2N2O2,rxn3535,475,1322,8,0.35957607872823616,-9176.021158013524,0.31639488093787804,3.380680286356437,3.17610001353205,1.9701901841779819,0.40216338728967216
train,C2H2N2O2,rxn3535,500,1322,8,0.3785011355034065,-9174.203837399178,2.133715495283468,3.380680286356437,3.17610001353205,4.3148557140145245,0.8807662344223304
train,C2H2N2O2,rxn3535,525,1322,8,0.39742619227857684,-9173.161594242501,3.1759586519601726,3.380680286356437,3.17610001353205,0.06821689639957505,0.013924715667938486
train,C2H2N2O2,rxn3535,550,1322,8,0.41635124905374715,-9173.18848366708,3.149069227381915,3.380680286356437,3.17610001353205,0.0704201933154535,0.014374461767584322
train,C2H2N2O2,rxn3535,575,1322,8,0.43527630582891746,-9173.495077544958,2.8424753495037294,3.380680286356437,3.17610001353205,1.1238305523052359,0.22940095087483575
train,C2H2N2O2,rxn3535,600,1322,8,0.45420136260408783,-9173.988146442605,2.349406451856339,3.380680286356437,3.17610001353205,0.4418313482753243,0.09018844630337242
train,C2H2N2O2,rxn3535,625,1322,8,0.47312641937925815,-9174.295400605908,2.0421522885535524,3.380680286356437,3.17610001353205,0.32684655206574187,0.06671727306242356
train,C2H2N2O2,rxn3535,650,1322,8,0.49205147615442846,-9176.19145441135,0.14609848311192764,3.380680286356437,3.17610001353205,0.4869161446501687,0.0993913418263432
train,C2H2N2O2,rxn3535,675,1322,8,0.5109765329295988,-9175.307195336012,1.0303575584493956,3.380680286356437,3.17610001353205,4.7866185127861325,0.9770644124738086
train,C2H2N2O2,rxn3535,700,1322,8,0.5299015897047691,-9173.655879266787,2.681673627674172,3.380680286356437,3.17610001353205,3.1191959579188273,0.6367032087210764
train,C2H2N2O2,rxn3535,725,1322,8,0.5488266464799394,-9173.162180907195,3.1753719872667716,3.380680286356437,3.17610001353205,0.13286165123947902,0.02712027099336165
train,C2H2N2O2,rxn3535,750,1322,8,0.5677517032551098,-9173.190081171688,3.147471722773844,3.380680286356437,3.17610001353205,0.06995222804254159,0.01427893875625295
train,C2H2N2O2,rxn3535,775,1322,8,0.5866767600302801,-9173.374540341776,2.963012552685541,3.380680286356437,3.17610001353205,0.9543469688939187,0.19480525928015588
train,C2H2N2O2,rxn3535,800,1322,8,0.6056018168054504,-9174.19229741399,2.1452554804709507,3.380680286356437,3.17610001353205,0.6541935188175061,0.13353669284489295
train,C2H2N2O2,rxn3535,825,1322,8,0.6245268735806208,-9174.208962648143,2.1285902463187085,3.380680286356437,3.17610001353205,0.3341772496487559,0.06821364544051008
train,C2H2N2O2,rxn3535,850,1322,8,0.6434519303557911,-9176.186390440602,0.1511624538597971,3.380680286356437,3.17610001353205,0.5412655358119202,0.11048536484111161
train,C2H2N2O2,rxn3535,875,1322,8,0.6623769871309614,-9174.827710024574,1.5098428698875068,3.380680286356437,3.17610001353205,4.822335108007989,0.9843550319440648
train,C2H2N2O2,rxn3535,900,1322,8,0.6813020439061317,-9173.600128109785,2.7374247846764774,3.380680286356437,3.17610001353205,2.932055882915075,0.598503400872296
train,C2H2N2O2,rxn3535,925,1322,8,0.700227100681302,-9173.160643716106,3.176909178355345,3.380680286356437,3.17610001353205,0.09668397576377621,0.019735533910405605
train,C2H2N2O2,rxn3535,950,1322,8,0.7191521574564723,-9173.189049010727,3.14850388373452,3.380680286356437,3.17610001353205,0.07298525182182043,0.014898052142666368
train,C2H2N2O2,rxn3535,975,1322,8,0.7380772142316427,-9173.476540486228,2.861012408233364,3.380680286356437,3.17610001353205,1.0459984377332745,0.21351353701624037
train,C2H2N2O2,rxn3535,1000,1322,8,0.757002271006813,-9173.858213311913,2.4793395825490734,3.380680286356437,3.17610001353205,0.8742154988159909,0.17844849144432076
train,C2H2N2O2,rxn3535,1025,1322,8,0.7759273277819834,-9174.179039768891,2.1585131255706074,3.380680286356437,3.17610001353205,0.4159519010646177,0.08490582626241203
train,C2H2N2O2,rxn3535,1050,1322,8,0.7948523845571537,-9176.146952439589,0.1906004548727651,3.380680286356437,3.17610001353205,0.39453968238936943,0.08053507542780777
train,C2H2N2O2,rxn3535,1075,1322,8,0.813777441332324,-9175.498423108898,0.8391297855632729,3.380680286356437,3.17610001353205,4.543601133392837,0.9274586976286481
train,C2H2N2O2,rxn3535,1100,1322,8,0.8327024981074943,-9173.792880346886,2.5446725475758285,3.380680286356437,3.17610001353205,3.5209660920775265,0.7187141939359395
train,C2H2N2O2,rxn3535,1125,1322,8,0.8516275548826646,-9173.161442748906,3.1761101455558673,3.380680286356437,3.17610001353205,0.03152890834688141,0.006435811466403076
train,C2H2N2O2,rxn3535,1150,1322,8,0.8705526116578349,-9173.188254131937,3.1492987625242677,3.380680286356437,3.17610001353205,0.042601290227242315,0.008695951953413274
train,C2H2N2O2,rxn3535,1175,1322,8,0.8894776684330054,-9173.361966186938,2.9755867075236893,3.380680286356437,3.17610001353205,0.938934511398734,0.19165920456802782
train,C2H2N2O2,rxn3535,1200,1322,8,0.9084027252081757,-9173.630906870667,2.7066460237947467,3.380680286356437,3.17610001353205,1.048656415131504,0.2140560943806998
train,C2H2N2O2,rxn3535,1225,1322,8,0.927327781983346,-9174.063214460795,2.274338433666344,3.380680286356437,3.17610001353205,0.49070314208719823,0.1001643594411724
train,C2H2N2O2,rxn3535,1250,1322,8,0.9462528387585163,-9176.139612045296,0.1979408491661161,3.380680286356437,3.17610001353205,0.5140158745102235,0.10492305102004312
train,C2H2N2O2,rxn3535,1275,1322,8,0.9651778955336866,-9174.831323281393,1.506229613069081,3.380680286356437,3.17610001353205,4.8262630657217525,0.9851568229548939
train,C2H2N2O2,rxn3535,1300,1322,8,0.9841029523088569,-9173.559482248545,2.7780706459161593,3.380680286356437,3.17610001353205,2.7984607698814408,0.5712334126171421
train,C2H2N2O2,rxn3535,1321,1322,8,1.0,-9174.041378621112,2.2961742733496067,3.380680286356437,3.17610001353205,0.4570748043750271,0.09330000375010473
train,C2H2N2O2,rxn3536,0,1170,8,0.0,-9176.337552894462,0.0,12.72172545144349,5.150807471592998,0.07492738213982178,0.015294487833757411
train,C2H2N2O2,rxn3536,25,1170,8,0.0213857998289136,-9172.864527328915,3.473025565546777,12.72172545144349,5.150807471592998,2.9119997785686578,0.5944094657159011
train,C2H2N2O2,rxn3536,50,1170,8,0.0427715996578272,-9175.844098892247,0.49345400221500313,12.72172545144349,5.150807471592998,5.324168291454007,1.0867913015640023
train,C2H2N2O2,rxn3536,75,1170,8,0.0641573994867408,-9174.7592422051,1.5783106893613876,12.72172545144349,5.150807471592998,7.625511765352623,1.5565510710586414
train,C2H2N2O2,rxn3536,100,1170,8,0.0855431993156544,-9173.373188249258,2.964364645204114,12.72172545144349,5.150807471592998,7.153639831421279,1.460230615885967
train,C2H2N2O2,rxn3536,125,1170,8,0.10692899914456801,-9171.957026238475,4.380526655986614,12.72172545144349,5.150807471592998,3.76836895953009,0.7692150927826227
train,C2H2N2O2,rxn3536,150,1170,8,0.1283147989734816,-9171.179028740413,5.158524154048791,12.72172545144349,5.150807471592998,0.6240506278718208,0.12738380099578558
train,C2H2N2O2,rxn3536,175,1170,8,0.1497005988023952,-9172.72401905526,3.613533839201409,12.72172545144349,5.150807471592998,1.1041331747547118,0.2253802405190244
train,C2H2N2O2,rxn3536,200,1170,8,0.1710863986313088,-9173.0426811799,3.2948717145609407,12.72172545144349,5.150807471592998,0.8496012293868754,0.17342412473659413
train,C2H2N2O2,rxn3536,225,1170,8,0.1924721984602224,-9173.055284810058,3.2822680844037677,12.72172545144349,5.150807471592998,0.1752239125292432,0.03576743136922649
train,C2H2N2O2,rxn3536,250,1170,8,0.21385799828913601,-9176.286768557844,0.050784336617653025,12.72172545144349,5.150807471592998,0.44314877773998557,0.09045736546674976
train,C2H2N2O2,rxn3536,275,1170,8,0.2352437981180496,-9175.895994739421,0.4415581550401839,12.72172545144349,5.150807471592998,2.1120515438059555,0.431120716065172
train,C2H2N2O2,rxn3536,300,1170,8,0.2566295979469632,-9174.642444134472,1.6951087599900347,12.72172545144349,5.150807471592998,4.878392964504255,0.9957977939848993
train,C2H2N2O2,rxn3536,325,1170,8,0.2780153977758768,-9172.427909723192,3.909643171269636,12.72172545144349,5.150807471592998,5.103424098686986,1.0417320819005216
train,C2H2N2O2,rxn3536,350,1170,8,0.2994011976047904,-9171.186895310066,5.150657584395958,12.72172545144349,5.150807471592998,0.12471125549299218,0.025456578428308053
train,C2H2N2O2,rxn3536,375,1170,8,0.32078699743370404,-9172.924143398695,3.4134094957662455,12.72172545144349,5.150807471592998,0.7269311603380488,0.1483842017464604
train,C2H2N2O2,rxn3536,400,1170,8,0.3421727972626176,-9173.07685705522,3.260695839240725,12.72172545144349,5.150807471592998,0.11514926868792982,0.02350474604500569
train,C2H2N2O2,rxn3536,425,1170,8,0.3635585970915312,-9173.062043484022,3.275509410439554,12.72172545144349,5.150807471592998,0.056070180465593845,0.011445277660539486
train,C2H2N2O2,rxn3536,450,1170,8,0.3849443969204448,-9176.3026678677,0.03488502676191274,12.72172545144349,5.150807471592998,0.35508165225134863,0.0724807387533485
train,C2H2N2O2,rxn3536,475,1170,8,0.40633019674935844,-9175.94011957457,0.39743331989120634,12.72172545144349,5.150807471592998,1.9348326191891256,0.3949460545588395
train,C2H2N2O2,rxn3536,500,1170,8,0.42771599657827203,-9174.659663269938,1.6778896245232318,12.72172545144349,5.150807471592998,4.788206156724164,0.9773884889355919
train,C2H2N2O2,rxn3536,525,1170,8,0.4491017964071856,-9172.22915173624,4.1084011582224775,12.72172545144349,5.150807471592998,4.54373848526251,0.9274867344616411
train,C2H2N2O2,rxn3536,550,1170,8,0.4704875962360992,-9171.187211716227,5.150341178234157,12.72172545144349,5.150807471592998,0.19072137552302523,0.038930837756095744
train,C2H2N2O2,rxn3536,575,1170,8,0.49187339606501285,-9172.714825665034,3.6227272294272552,12.72172545144349,5.150807471592998,1.2680885379084477,0.2588474888789717
train,C2H2N2O2,rxn3536,600,1170,8,0.5132591958939264,-9173.081207351532,3.256345542929921,12.72172545144349,5.150807471592998,0.10291134575910613,0.021006690487745297
train,C2H2N2O2,rxn3536,625,1170,8,0.5346449957228401,-9173.070105347046,3.267447547415941,12.72172545144349,5.150807471592998,0.05533346478549851,0.011294896202061065
train,C2H2N2O2,rxn3536,650,1170,8,0.5560307955517536,-9176.228904470297,0.10864842416413012,12.72172545144349,5.150807471592998,0.6926788411599769,0.14139247637202515
train,C2H2N2O2,rxn3536,675,1170,8,0.5774165953806673,-9175.777822215616,0.5597306788458809,12.72172545144349,5.150807471592998,2.4143895284119723,0.4928351987440201
train,C2H2N2O2,rxn3536,700,1170,8,0.5988023952095808,-9174.194479666548,2.1430732279131917,12.72172545144349,5.150807471592998,5.314519300777443,1.0848217095897976
train,C2H2N2O2,rxn3536,725,1170,8,0.6201881950384944,-9171.797669346332,4.539883548130092,12.72172545144349,5.150807471592998,3.05449114459652,0.6234953940092689
train,C2H2N2O2,rxn3536,750,1170,8,0.6415739948674081,-9171.18672626529,5.150826629171206,12.72172545144349,5.150807471592998,0.0688627352535611,0.014056546971965954
train,C2H2N2O2,rxn3536,775,1170,8,0.6629597946963216,-9172.43050838125,3.9070445132110763,12.72172545144349,5.150807471592998,1.7505825630800782,0.3573361693466448
train,C2H2N2O2,rxn3536,800,1170,8,0.6843455945252352,-9173.082436802524,3.2551160919374524,12.72172545144349,5.150807471592998,0.14110954932072067,0.028803866139155188
train,C2H2N2O2,rxn3536,825,1170,8,0.7057313943541489,-9173.078599835788,3.2589530586737965,12.72172545144349,5.150807471592998,0.08017199827152158,0.016365040618710233
train,C2H2N2O2,rxn3536,850,1170,8,0.7271171941830624,-9176.189903016952,0.1476498775100481,12.72172545144349,5.150807471592998,0.91004279168315,0.18576170697680372
train,C2H2N2O2,rxn3536,875,1170,8,0.7485029940119761,-9175.529673792602,0.8078791018597258,12.72172545144349,5.150807471592998,3.113422411928301,0.635524688580803
train,C2H2N2O2,rxn3536,900,1170,8,0.7698887938408896,-9173.32542185168,3.01213104278213,12.72172545144349,5.150807471592998,5.5152633659633965,1.1257984203062636
train,C2H2N2O2,rxn3536,925,1170,8,0.7912745936698032,-9171.629052480286,4.7085004141754325,12.72172545144349,5.150807471592998,2.865481459333634,0.5849139535644258
train,C2H2N2O2,rxn3536,950,1170,8,0.8126603934987169,-9171.186452988417,5.151099906044692,12.72172545144349,5.150807471592998,0.06543661637565293,0.013357193384549963
train,C2H2N2O2,rxn3536,975,1170,8,0.8340461933276304,-9172.72844156142,3.609111333042165,12.72172545144349,5.150807471592998,1.1897979548723545,0.24286649053701959
train,C2H2N2O2,rxn3536,1000,1170,8,0.8554319931565441,-9173.07937629919,3.2581765952709247,12.72172545144349,5.150807471592998,0.1479490989538022,0.03019998336177933
train,C2H2N2O2,rxn3536,1025,1170,8,0.8768177929854577,-9173.08073579092,3.2568171035418345,12.72172545144349,5.150807471592998,0.12631874002764007,0.0257847048349166
train,C2H2N2O2,rxn3536,1050,1170,8,0.8982035928143712,-9176.198893246423,0.1386596480388107,12.72172545144349,5.150807471592998,0.8905977071606216,0.18179249571967993
train,C2H2N2O2,rxn3536,1075,1170,8,0.9195893926432849,-9175.207182200844,1.130370693617806,12.72172545144349,5.150807471592998,3.7702427265296925,0.7695975738697803
train,C2H2N2O2,rxn3536,1100,1170,8,0.9409751924721984,-9173.296406650823,3.04114624363865,12.72172545144349,5.150807471592998,5.504663624537861,1.1236347571480967
train,C2H2N2O2,rxn3536,1125,1170,8,0.962360992301112,-9171.596652685655,4.740900208806124,12.72172545144349,5.150807471592998,2.7829373671070416,0.5680647112947268
train,C2H2N2O2,rxn3536,1150,1170,8,0.9837467921300257,-9171.186766011004,5.15078688345784,12.72172545144349,5.150807471592998,0.06542855079600655,0.013355547004998847
train,C2H2N2O2,rxn3536,1169,1170,8,1.0,-9173.086221445932,3.251331448529527,12.72172545144349,5.150807471592998,0.09164612349870653,0.018707186622993505
train,C2H2N2O2,rxn3537,0,202,8,0.0,-9176.337552894462,0.0,2.6238825054188055,2.5571014144024957,0.07492738213982178,0.015294487833757411
train,C2H2N2O2,rxn3537,25,202,8,0.12437810945273632,-9176.015290711313,0.3222621831482684,2.6238825054188055,2.5571014144024957,1.9130747448962755,0.3905047470667476
train,C2H2N2O2,rxn3537,50,202,8,0.24875621890547264,-9176.254266590855,0.08328630360665557,2.6238825054188055,2.5571014144024957,0.8593260854017888,0.1754092026581419
train,C2H2N2O2,rxn3537,75,202,8,0.373134328358209,-9176.004976157645,0.33257673681691813,2.6238825054188055,2.5571014144024957,1.640560611459142,0.33487803251527226
train,C2H2N2O2,rxn3537,100,202,8,0.4975124378109453,-9175.494340060834,0.8432128336280584,2.6238825054188055,2.5571014144024957,2.9996824297174403,0.612307611933316
train,C2H2N2O2,rxn3537,125,202,8,0.6218905472636815,-9174.53615447891,1.8013984155513754,2.6238825054188055,2.5571014144024957,4.706489698009127,0.9607081866490046
train,C2H2N2O2,rxn3537,150,202,8,0.746268656716418,-9173.780089070142,2.5574638243197114,2.6238825054188055,2.5571014144024957,0.06699494556433348,0.013675285998179354
train,C2H2N2O2,rxn3537,175,202,8,0.8706467661691543,-9174.454639476477,1.882913417985037,2.6238825054188055,2.5571014144024957,3.99206950040306,0.8148777744762384
train,C2H2N2O2,rxn3537,200,202,8,0.9950248756218906,-9175.489124947273,0.8484279471886111,2.6238825054188055,2.5571014144024957,3.0341008791477337,0.619333248503483
train,C2H2N2O2,rxn3537,201,202,8,1.0,-9176.074688288465,0.2628646059965831,2.6238825054188055,2.5571014144024957,1.3030141601370493,0.2659766516630783
train,C2H2N2O2,rxn3878,0,154,8,0.0,-9176.863648695034,0.0,2.6275690195579955,2.564369956702649,0.06601702012663714,0.013475667804109026
train,C2H2N2O2,rxn3878,25,154,8,0.16339869281045752,-9176.305485629851,0.5581630651831802,2.6275690195579955,2.564369956702649,1.5428219215682903,0.31492720598521334
train,C2H2N2O2,rxn3878,50,154,8,0.32679738562091504,-9176.734837358956,0.12881133607879747,2.6275690195579955,2.564369956702649,1.2211454059849394,0.24926526220057568
train,C2H2N2O2,rxn3878,75,154,8,0.49019607843137253,-9176.344932181282,0.5187165137522243,2.6275690195579955,2.564369956702649,2.413516448414649,0.4926569820358473
train,C2H2N2O2,rxn3878,100,154,8,0.6535947712418301,-9175.6716634687,1.1919852263345092,2.6275690195579955,2.564369956702649,3.6293072238371864,0.7408292348498401
train,C2H2N2O2,rxn3878,125,154,8,0.8169934640522876,-9174.789130665758,2.074518029276078,2.6275690195579955,2.564369956702649,3.783963818314438,0.7723983800019905
train,C2H2N2O2,rxn3878,150,154,8,0.9803921568627451,-9174.299278738332,2.564369956702649,2.6275690195579955,2.564369956702649,0.018051510334768494,0.003684749117229997
train,C2H2N2O2,rxn3878,153,154,8,1.0,-9176.32255733765,0.5410913573850848,2.6275690195579955,2.564369956702649,0.9440384997479055,0.1927010518270762
train,C2H2N2O2,rxn3879,0,362,8,0.0,-9176.863648695034,0.0,4.06009013498624,3.978142325007866,0.06601702012663714,0.013475667804109026
train,C2H2N2O2,rxn3879,25,362,8,0.06925207756232687,-9173.742957031885,3.120691663149046,4.06009013498624,3.978142325007866,0.8911296028350847,0.18190106846958226
train,C2H2N2O2,rxn3879,50,362,8,0.13850415512465375,-9176.642284284697,0.22136441033762821,4.06009013498624,3.978142325007866,2.2626031494434393,0.46185193387921825
train,C2H2N2O2,rxn3879,75,362,8,0.2077562326869806,-9175.748272653833,1.1153760412016709,4.06009013498624,3.978142325007866,6.919068359380187,1.4123489146597834
train,C2H2N2O2,rxn3879,100,362,8,0.2770083102493075,-9173.996142758977,2.8675059360575688,4.06009013498624,3.978142325007866,7.060334780351273,1.4411848020904805
train,C2H2N2O2,rxn3879,125,362,8,0.3462603878116344,-9172.882755285185,3.980893409849159,4.06009013498624,3.978142325007866,0.1934881466890388,0.03949560255541063
train,C2H2N2O2,rxn3879,150,362,8,0.4155124653739612,-9173.228110624721,3.635538070313487,4.06009013498624,3.978142325007866,1.5752581307065423,0.32154821945012313
train,C2H2N2O2,rxn3879,175,362,8,0.48476454293628807,-9173.596410181595,3.2672385134392243,4.06009013498624,3.978142325007866,0.8628770457992887,0.17613403941403405
train,C2H2N2O2,rxn3879,200,362,8,0.554016620498615,-9173.735826504455,3.1278221905795363,4.06009013498624,3.978142325007866,0.22847027689905317,0.04663629998292193
train,C2H2N2O2,rxn3879,225,362,8,0.6232686980609419,-9173.769849724034,3.0937989710000693,4.06009013498624,3.978142325007866,0.09299635734603476,0.018982801952942597
train,C2H2N2O2,rxn3879,250,362,8,0.6925207756232687,-9176.80055712929,0.06309156574388908,4.06009013498624,3.978142325007866,0.8440029591821591,0.172281382616279
train,C2H2N2O2,rxn3879,275,362,8,0.7617728531855956,-9176.170254855615,0.6933938394195138,4.06009013498624,3.978142325007866,4.9736054218475445,1.0152329554555302
train,C2H2N2O2,rxn3879,300,362,8,0.8310249307479224,-9174.128833297376,2.734815397658167,4.06009013498624,3.978142325007866,7.177853074924366,1.4651731235193277
train,C2H2N2O2,rxn3879,325,362,8,0.9002770083102493,-9172.885483375698,3.9781653193367674,4.06009013498624,3.978142325007866,0.03187045720495793,0.006505529835112891
train,C2H2N2O2,rxn3879,350,362,8,0.9695290858725761,-9173.276704823926,3.586943871108815,4.06009013498624,3.978142325007866,1.4897147393468664,0.30408674780858874
train,C2H2N2O2,rxn3879,361,362,8,1.0,-9173.772616400864,3.0910322941708728,4.06009013498624,3.978142325007866,0.06152095149733251,0.012557911638248116
train,C2H2N2O2,rxn9393,0,2570,8,0.0,-9176.863648695034,0.0,5.984204584854524,2.9259766196573764,0.06601702012663714,0.013475667804109026
train,C2H2N2O2,rxn9393,25,2570,8,0.00973141300116777,-9177.394701331674,-0.5310526366392878,5.984204584854524,2.9259766196573764,3.438254573234446,0.7018307758512606
train,C2H2N2O2,rxn9393,50,2570,8,0.01946282600233554,-9176.436633661882,0.4270150331522018,5.984204584854524,2.9259766196573764,3.7231953149861936,0.7599940612030888
train,C2H2N2O2,rxn9393,75,2570,8,0.02919423900350331,-9174.894674715193,1.9689739798413939,5.984204584854524,2.9259766196573764,6.112907488320503,1.247792015935296
train,C2H2N2O2,rxn9393,100,2570,8,0.03892565200467108,-9173.37730218464,3.4863465103953786,5.984204584854524,2.9259766196573764,1.5936037742106144,0.32529300824912166
train,C2H2N2O2,rxn9393,125,2570,8,0.04865706500583885,-9174.349586549237,2.514062145797652,5.984204584854524,2.9259766196573764,5.407576641952356,1.1038169598146832
train,C2H2N2O2,rxn9393,150,2570,8,0.05838847800700662,-9176.723270286304,0.14037840873061214,5.984204584854524,2.9259766196573764,2.2868159756475426,0.4667943563317802
train,C2H2N2O2,rxn9393,175,2570,8,0.0681198910081744,-9177.269641005672,-0.40599231063788466,5.984204584854524,2.9259766196573764,1.7617667538878272,0.3596191327353873
train,C2H2N2O2,rxn9393,200,2570,8,0.07785130400934216,-9177.29757539825,-0.4339267032155476,5.984204584854524,2.9259766196573764,1.2617867088179926,0.25756113340248477
train,C2H2N2O2,rxn9393,225,2570,8,0.08758271701050993,-9177.527245712656,-0.663597017621214,5.984204584854524,2.9259766196573764,0.33826184987885777,0.06904741097109378
train,C2H2N2O2,rxn9393,250,2570,8,0.0973141300116777,-9176.667536822362,0.19611187267219066,5.984204584854524,2.9259766196573764,2.486927173875285,0.5076418836213556
train,C2H2N2O2,rxn9393,275,2570,8,0.10704554301284547,-9175.126363799496,1.7372848955383233,5.984204584854524,2.9259766196573764,5.617768051735045,1.1467221016716693
train,C2H2N2O2,rxn9393,300,2570,8,0.11677695601401324,-9173.779145661483,3.0845030335513,5.984204584854524,2.9259766196573764,0.63862435230222,0.13035865003798655
train,C2H2N2O2,rxn9393,325,2570,8,0.126508369015181,-9174.76945675369,2.0941919413453434,5.984204584854524,2.9259766196573764,4.740294945751002,0.9676086539486685
train,C2H2N2O2,rxn9393,350,2570,8,0.1362397820163488,-9177.099866616738,-0.23621792170342815,5.984204584854524,2.9259766196573764,1.661127116660325,0.3390761528098718
train,C2H2N2O2,rxn9393,375,2570,8,0.14597119501751654,-9177.498237848069,-0.6345891530345398,5.984204584854524,2.9259766196573764,0.45335997927238786,0.09254171825134236
